City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,73.81,96,100,0.76,light rain
343,Tatawin,TN,32.9297,10.4518,59.29,69,88,3.09,overcast clouds
344,Buala,SB,-8.145,159.5921,82.47,81,98,7.43,light rain
345,Noyabrsk,RU,63.1994,75.4507,10.89,95,99,12.73,overcast clouds
346,Lasa,IT,46.6166,10.7002,42.03,71,5,0.72,clear sky
347,Colac,AU,-38.3333,143.5833,66.83,53,95,5.88,overcast clouds
348,Airai,TL,-8.9266,125.4092,66.15,76,100,0.96,overcast clouds
349,Tolaga Bay,NZ,-38.3667,178.3,62.24,96,100,20.89,overcast clouds
350,Catabola,AO,-12.15,17.2833,62.38,99,100,3.51,moderate rain
351,Iqaluit,CA,63.7506,-68.5145,17.33,92,100,2.3,fog
352,Pangai,TO,-19.8,-174.35,84.31,79,75,5.75,broken clouds
353,Sabzevar,IR,36.2126,57.6819,40.28,42,0,9.22,clear sky
354,Bin Qirdan,TN,33.1378,11.2197,61.03,78,100,5.99,overcast clouds
355,Verkhnevilyuysk,RU,63.4453,120.3167,18.1,91,100,5.48,overcast clouds
356,Hami,CN,42.8,93.45,47.53,39,100,12.01,overcast clouds
357,Natitingou,BJ,10.3042,1.3796,81.61,13,0,6.13,clear sky
358,Corralillo,CU,22.9819,-80.5856,71.46,56,0,12.68,light rain
359,Vao,NC,-22.6667,167.4833,76.91,68,25,16.24,scattered clouds
360,Tuatapere,NZ,-46.1333,167.6833,67.46,59,2,4.97,clear sky
361,Wageningen,NL,51.9667,5.6667,46.85,89,0,3.44,clear sky
362,Morondava,MG,-20.2833,44.2833,76.75,92,41,5.95,scattered clouds
363,Balsta,SE,59.5671,17.5278,48.29,71,80,14.34,broken clouds
364,Katav-Ivanovsk,RU,54.7531,58.1956,31.6,93,100,5.5,light snow
365,Xinyang,CN,32.1228,114.0656,51.15,77,6,2.08,clear sky
366,San Patricio,US,28.017,-97.5169,78.89,54,83,15.99,broken clouds
367,Anahuac,MX,27.2333,-100.15,86.11,16,42,17.85,scattered clouds
368,Dir,PK,35.2058,71.8756,57.45,44,69,7.56,broken clouds
369,Rio Grande,BR,-32.035,-52.0986,70.0,66,0,2.21,light rain
370,Lodwar,KE,3.1191,35.5973,84.87,49,89,5.73,overcast clouds
371,Novyy Urengoy,RU,66.0833,76.6333,7.61,96,100,11.1,overcast clouds
372,Inuvik,CA,68.3499,-133.7218,5.86,47,0,6.91,clear sky
373,Tombouctou,ML,20.0,-3.0,87.84,13,53,10.83,broken clouds
374,Hobyo,SO,5.3505,48.5268,79.52,65,99,12.71,overcast clouds
375,Esso,RU,55.9333,158.7,24.98,93,99,6.85,snow
376,Fairbanks,US,64.8378,-147.7164,40.96,56,0,3.44,clear sky
377,Crasna,RO,47.1667,22.9,39.47,41,6,2.51,clear sky
378,Kedrovyy,RU,56.1667,91.8167,0.01,98,38,2.64,scattered clouds
379,Suhbaatar,MN,50.2314,106.2078,24.21,60,100,15.52,overcast clouds
380,Cheremkhovo,RU,53.1561,103.0675,7.5,95,100,4.72,overcast clouds
381,Roebourne,AU,-20.7833,117.1333,82.42,67,93,9.48,overcast clouds
382,Bria,CF,6.5423,21.9863,71.94,23,90,2.24,overcast clouds
383,Dali,CN,25.7,100.1833,47.3,89,37,0.56,scattered clouds
384,Jaciara,BR,-15.9653,-54.9683,73.13,91,84,1.48,broken clouds
385,Taksimo,RU,56.3444,114.8794,11.08,77,85,4.45,overcast clouds
386,Homer,US,59.6425,-151.5483,33.8,89,100,14.97,light snow
387,Talnakh,RU,69.4865,88.3972,3.29,97,98,4.85,overcast clouds
388,Sibolga,ID,1.7427,98.7792,72.39,63,5,4.23,clear sky
389,Marrakesh,MA,31.6315,-8.0083,66.27,55,71,10.36,broken clouds
390,Kamyaran,IR,34.7956,46.9355,33.39,70,4,2.89,clear sky
391,Lata,PT,40.1629,-8.3327,56.07,59,100,9.08,overcast clouds
392,Lebu,CL,-37.6167,-73.65,54.48,84,0,10.16,clear sky
393,Qandala,SO,11.472,49.8728,77.05,54,3,2.98,clear sky
394,West Des Moines,US,41.572,-93.7453,37.54,33,20,6.91,few clouds
395,Mount Isa,AU,-20.7333,139.5,87.57,20,0,13.8,clear sky
396,Stornoway,GB,58.2093,-6.3865,44.92,87,46,0.0,haze
397,Asilah,MA,35.465,-6.0348,60.76,86,100,18.21,overcast clouds
398,Erzin,TR,36.9559,36.2,44.47,62,0,2.48,clear sky
399,Aleysk,RU,52.4926,82.7822,32.72,98,100,10.54,light snow
400,Pringsewu,ID,-5.3582,104.9744,74.17,94,60,0.98,broken clouds
401,Katherine,AU,-14.4667,132.2667,84.52,61,95,3.44,overcast clouds
402,Mahon,ES,39.8885,4.2658,52.36,93,0,6.91,clear sky
403,Tanout,NE,14.9709,8.8879,70.21,10,1,12.24,clear sky
404,La Rioja,ES,42.25,-2.5,40.78,67,61,7.0,broken clouds
405,Balkanabat,TM,39.5108,54.3671,48.29,64,5,4.03,clear sky
406,Biak,ID,-0.9131,122.8766,79.2,77,100,0.85,overcast clouds
407,Karratha,AU,-20.7377,116.8463,81.7,72,97,8.21,overcast clouds
408,Salym,RU,60.0625,71.4789,11.59,93,100,9.6,overcast clouds
409,Bereslavka,RU,48.6254,44.0449,27.37,70,99,17.96,overcast clouds
410,Ewa Beach,US,21.3156,-158.0072,79.09,60,100,11.5,overcast clouds
411,Kaeo,NZ,-35.1,173.7833,75.33,61,2,2.64,clear sky
412,Brae,GB,60.3964,-1.353,47.19,86,4,16.62,clear sky
413,Carbondale,US,37.7273,-89.2168,44.89,46,0,9.22,clear sky
414,Baghdad,IQ,33.3406,44.4009,51.71,58,0,8.05,clear sky
415,Havoysund,NO,70.9963,24.6622,17.83,74,32,4.72,scattered clouds
416,Izumo,JP,35.3667,132.7667,51.75,43,75,13.8,broken clouds
417,Bendigo,AU,-36.7667,144.2833,73.63,49,100,2.55,overcast clouds
418,Akita,JP,39.7167,140.1167,45.54,61,20,21.85,few clouds
419,Esperance,AU,-33.8667,121.9,63.75,67,95,12.68,overcast clouds
420,Malindi,KE,-3.2175,40.1191,79.52,83,44,7.05,scattered clouds
421,Leningradskiy,RU,69.3833,178.4167,0.7,83,22,3.06,few clouds
422,Ifanadiana,MG,-21.3,47.6333,69.31,98,63,2.19,broken clouds
423,Warmbad,NA,-28.45,18.7333,77.7,24,69,10.4,broken clouds
424,Tahoua,NE,14.8888,5.2692,76.03,8,2,11.54,clear sky
425,Luanda,AO,-8.8368,13.2343,77.61,83,96,7.52,overcast clouds
426,College,US,64.8569,-147.8028,40.95,56,40,3.44,scattered clouds
427,Yate,GB,51.5407,-2.4184,47.73,92,0,3.49,clear sky
428,Ocampo,MX,21.65,-101.5,73.53,12,1,8.16,clear sky
429,Keetmanshoop,NA,-26.5833,18.1333,74.32,28,61,5.75,broken clouds
430,Batemans Bay,AU,-35.7167,150.1833,68.09,84,100,3.36,light rain
431,Gidole,ET,5.65,37.3667,62.98,54,49,1.23,scattered clouds
432,Luena,AO,-11.7833,19.9167,61.34,97,86,0.38,light rain
433,Antofagasta,CL,-23.65,-70.4,65.89,83,29,5.61,scattered clouds
434,La Primavera,CO,5.4906,-70.4092,82.8,66,95,8.05,overcast clouds
435,Tamandare,BR,-8.7597,-35.1047,78.15,87,92,6.87,light rain
436,Bhagwantnagar,IN,26.2333,80.75,73.76,12,0,5.14,clear sky
437,Mbandaka,CD,0.0487,18.2603,74.64,89,100,3.2,overcast clouds
438,Parkes,AU,-33.1333,148.1833,71.64,62,2,2.04,clear sky
439,Pozo Colorado,PY,-23.4923,-58.7972,73.24,49,0,5.19,clear sky
440,Acapulco,MX,16.8634,-99.8901,82.22,54,100,4.61,smoke
441,Bilokurakyne,UA,49.5341,38.7307,27.41,67,84,16.55,broken clouds
442,Yerbogachen,RU,61.2767,108.0108,13.41,96,100,7.31,overcast clouds
443,The Valley,AI,18.217,-63.0578,76.82,77,55,12.08,broken clouds
444,Bikaner,IN,28.0167,73.3,78.57,14,0,9.22,clear sky
445,Nenjiang,CN,49.1833,125.2167,30.6,63,77,9.84,broken clouds
446,Mbanza-Ngungu,CD,-5.25,14.8667,70.68,90,98,3.6,overcast clouds
447,Hirado,JP,33.3597,129.5531,55.38,64,100,23.2,overcast clouds
448,Arrecife,ES,28.963,-13.5477,64.38,82,20,8.05,few clouds
449,Necochea,AR,-38.5473,-58.7368,58.71,60,0,5.41,clear sky
450,Harnai,PK,30.1005,67.9374,73.02,15,0,6.33,clear sky
451,Vanavara,RU,60.34,102.2797,7.45,95,99,7.29,overcast clouds
452,Waingapu,ID,-9.6567,120.2641,80.96,75,64,1.68,broken clouds
453,Umm Lajj,SA,25.0213,37.2685,78.06,24,69,24.99,broken clouds
454,Broken Hill,AU,-31.95,141.4333,75.13,41,66,6.87,broken clouds
455,Yucca Valley,US,34.1142,-116.4322,79.03,12,46,18.99,scattered clouds
456,Cabedelo,BR,-6.9811,-34.8339,79.47,85,91,9.71,overcast clouds
457,Daman,IN,20.4167,72.85,79.16,69,10,6.08,clear sky
458,Kiunga,PG,-6.1219,141.2906,84.96,68,72,3.09,broken clouds
459,Semnan,IR,35.5729,53.3971,46.29,33,0,3.02,clear sky
460,Lagunas,PE,-5.2269,-75.6753,73.47,97,93,3.76,light rain
461,Henties Bay,NA,-22.116,14.2845,64.62,89,2,6.93,clear sky
462,Liverpool,GB,53.4106,-2.9779,54.64,78,100,5.75,overcast clouds
463,Pangnirtung,CA,66.1451,-65.7125,16.0,64,90,7.27,overcast clouds
464,Boulder City,US,35.9786,-114.8325,87.22,6,0,21.85,clear sky
465,Sur,OM,22.5667,59.5289,79.09,44,0,3.8,clear sky
466,Christchurch,NZ,-43.5333,172.6333,66.42,76,75,18.41,broken clouds
467,Dubovskoye,RU,47.4092,42.7575,30.61,68,100,18.84,overcast clouds
468,Wanning,CN,18.8003,110.3967,71.67,94,100,12.33,overcast clouds
469,Caborca,MX,30.5838,-111.101,84.06,6,49,18.01,scattered clouds
470,Nandi,IN,13.3855,77.6984,72.82,63,5,5.08,clear sky
471,Bulasa,PH,9.9321,123.618,80.67,79,46,11.54,scattered clouds
472,Guarapari,BR,-20.6667,-40.4975,78.89,88,3,12.15,clear sky
473,Labuhan,ID,-6.8844,112.2051,79.36,82,99,5.66,light rain
474,Castlemaine,AU,-37.0667,144.2167,73.04,41,100,4.83,overcast clouds
475,Surgut,RU,61.25,73.4167,12.38,61,0,8.99,clear sky
476,Cabo San Lucas,MX,22.8909,-109.9124,85.6,21,40,0.0,scattered clouds
477,Rusape,ZW,-18.5278,32.1284,62.89,99,100,5.41,light rain
478,Nicolas Bravo,MX,18.45,-88.9167,76.35,61,90,4.74,overcast clouds
479,Port Augusta,AU,-32.5,137.7667,76.75,35,98,13.94,overcast clouds
480,Teguise,ES,29.0605,-13.564,61.02,82,20,8.05,few clouds
481,Mitsamiouli,KM,-11.3847,43.2844,82.06,76,100,6.4,light rain
482,Green River,US,41.5286,-109.4662,69.19,24,59,8.01,broken clouds
483,Upata,VE,8.0086,-62.3989,75.87,75,90,7.2,overcast clouds
484,Kourou,GF,5.1552,-52.6478,81.1,87,94,11.16,overcast clouds
485,Half Moon Bay,US,37.4636,-122.4286,66.58,61,75,14.97,broken clouds
486,Tocopilla,CL,-22.092,-70.1979,70.14,73,21,10.18,few clouds
487,Riyadh,SA,24.6877,46.7219,57.34,27,0,8.72,clear sky
488,Dubbo,AU,-32.25,148.6167,75.33,64,40,6.91,scattered clouds
489,Yenagoa,NG,4.9247,6.2642,78.64,90,62,3.44,broken clouds
490,Luderitz,NA,-26.6481,15.1594,63.52,72,0,5.19,clear sky
491,Young,UY,-32.6833,-57.6333,62.56,71,0,3.67,clear sky
492,Jacareacanga,BR,-6.2222,-57.7528,75.13,98,99,1.77,overcast clouds
493,Oussouye,SN,12.485,-16.5469,69.98,70,100,10.58,overcast clouds
494,Ocos,GT,14.5094,-92.1933,86.18,68,75,5.64,broken clouds
495,Longonjo,AO,-12.9067,15.2533,64.11,96,100,2.19,light rain
496,Alytus,LT,54.4,24.05,37.56,66,88,13.42,overcast clouds
497,Sala,MA,34.0389,-6.8166,66.63,94,99,0.0,overcast clouds
498,Camacupa,AO,-12.0167,17.4833,62.47,99,100,3.15,light rain
499,Faanui,PF,-16.4833,-151.75,82.36,71,37,12.15,light rain
500,Iisalmi,FI,63.5592,27.1907,21.96,94,100,12.39,snow
501,Verkh-Usugli,RU,52.7,115.1667,16.45,71,43,9.24,scattered clouds
502,Roald,NO,62.5833,6.1333,46.76,75,75,18.41,broken clouds
503,Nome,US,64.5011,-165.4064,28.47,69,0,5.75,clear sky
504,Buenos Aires,AR,-34.6132,-58.3772,73.96,68,0,3.44,clear sky
505,Ghanzi,BW,-21.5667,21.7833,68.97,66,38,8.99,scattered clouds
506,Caravelas,BR,-17.7125,-39.2481,76.08,83,4,4.85,clear sky
507,Yar-Sale,RU,66.8333,70.8333,12.85,92,100,16.4,overcast clouds
508,Sembakung,ID,3.8167,117.25,75.56,90,100,2.1,overcast clouds
509,Ossora,RU,59.2353,163.0719,27.91,95,100,22.12,snow
510,Severnoye,RU,56.3491,78.3619,-0.33,99,31,4.9,scattered clouds
511,Mayna,RU,54.1135,47.6231,22.64,91,100,14.5,light snow
512,Oriximina,BR,-1.7656,-55.8661,76.21,91,77,0.87,broken clouds
513,Byron Bay,AU,-28.65,153.6167,69.94,91,99,5.35,light rain
514,Chau Doc,VN,10.7,105.1167,81.28,78,100,5.46,overcast clouds
515,Deder,ET,9.3167,41.45,55.45,27,26,5.17,scattered clouds
516,Saravan,AM,39.7196,45.6483,20.14,86,59,5.19,broken clouds
517,Plettenberg Bay,ZA,-34.0527,23.3716,67.77,57,58,5.41,broken clouds
518,Behshahr,IR,36.6923,53.5526,46.35,65,70,2.08,broken clouds
519,Omboue,GA,-1.5746,9.2618,77.97,92,85,5.88,moderate rain
520,Victoria,HK,22.2855,114.1577,64.94,93,100,4.0,light rain
521,Foz Do Iguacu,BR,-25.5478,-54.5881,72.52,83,0,3.44,clear sky
522,Mahajanga,MG,-15.7167,46.3167,77.02,94,20,0.0,few clouds
523,Avera,US,33.194,-82.5271,62.11,40,9,9.89,clear sky
524,Hunsur,IN,12.3075,76.2878,71.58,89,4,2.89,clear sky
525,Cravo Norte,CO,6.3017,-70.2041,86.83,47,99,7.38,overcast clouds
526,Kumluca,TR,36.3703,30.2869,55.54,43,0,7.25,clear sky
527,Kokoda,PG,-8.8785,147.7407,86.4,67,83,3.94,broken clouds
528,Farau,RO,46.3333,24.0167,29.77,47,4,2.26,clear sky
529,Pujehun,SL,7.3581,-11.7208,80.46,79,95,1.14,overcast clouds
530,Suntar,RU,62.1444,117.6319,12.07,100,99,4.03,overcast clouds
531,Nucet,RO,44.7833,25.55,43.88,46,2,10.51,clear sky
532,Honggang,CN,46.4667,124.8667,37.98,34,8,11.97,clear sky
533,Saryg-Sep,RU,51.5,95.6,11.39,96,100,2.06,overcast clouds
534,Hirtshals,DK,57.5881,9.9592,43.3,89,94,22.44,overcast clouds
535,Barsovo,RU,61.1667,73.1667,12.33,92,100,11.5,overcast clouds
536,Cananeia,BR,-25.0147,-47.9267,73.63,91,100,0.87,overcast clouds
537,Coari,BR,-4.085,-63.1414,74.79,98,91,1.7,light rain
538,Santiago,CL,-33.4569,-70.6483,75.16,38,0,6.91,clear sky
539,Yarada,IN,17.65,83.2667,79.12,89,40,2.3,mist
540,Coquimbo,CL,-29.9533,-71.3436,63.3,81,25,3.53,scattered clouds
541,Port Hedland,AU,-20.3167,118.5667,86.05,66,98,10.36,overcast clouds
542,Ulverstone,AU,-41.15,146.1667,67.21,76,100,4.34,overcast clouds
543,North Bend,US,43.4065,-124.2243,58.15,91,40,4.61,scattered clouds
544,Poso,ID,-1.3959,120.7524,82.96,66,100,2.77,overcast clouds
545,Eyl,SO,7.9803,49.8164,74.71,76,78,10.09,broken clouds
546,Meulaboh,ID,4.1363,96.1285,76.5,86,92,3.51,overcast clouds
547,Hay River,CA,60.8156,-115.7999,3.18,72,75,9.22,broken clouds
548,Talcahuano,CL,-36.7167,-73.1167,55.62,80,33,11.01,scattered clouds
549,Ballina,AU,-28.8667,153.5667,71.78,99,99,5.99,light rain
550,Villanueva De Cordoba,ES,38.3228,-4.6287,47.07,76,85,4.03,overcast clouds
551,Lillehammer,NO,61.1146,10.4674,41.32,59,100,12.71,overcast clouds
552,Yozgat,TR,39.5833,35.3333,33.49,64,5,5.06,clear sky
553,Guanambi,BR,-14.2233,-42.7814,75.06,55,86,4.88,overcast clouds
554,Abnub,EG,27.2696,31.1511,57.29,33,0,8.66,clear sky
555,Te Anau,NZ,-45.4167,167.7167,70.27,48,4,0.72,clear sky
556,Mandalgovi,MN,45.7625,106.2708,34.61,33,100,6.89,overcast clouds
557,Sri Aman,MY,1.2376,111.4621,75.25,94,20,3.44,few clouds
558,Xuddur,SO,4.1213,43.8894,75.33,57,49,11.01,scattered clouds
559,Ejea De Los Caballeros,ES,42.1263,-1.1372,48.42,71,40,6.38,scattered clouds
560,Ambilobe,MG,-13.2,49.05,73.29,96,86,2.73,overcast clouds
561,Maragogi,BR,-9.0122,-35.2225,78.57,85,93,7.85,overcast clouds
562,Gari,RU,59.4307,62.3497,24.71,90,100,13.69,overcast clouds
563,Mar Del Plata,AR,-38.0023,-57.5575,60.87,76,0,5.01,clear sky
564,Sinnamary,GF,5.3833,-52.95,77.47,87,96,13.38,overcast clouds
565,Port-Gentil,GA,-0.7193,8.7815,81.66,83,79,11.41,broken clouds
566,Mwandiga,TZ,-4.83,29.6581,70.79,85,21,3.51,light rain
567,Haapsalu,EE,58.9431,23.5414,40.01,81,100,17.27,overcast clouds
568,Monchegorsk,RU,67.9397,32.8739,1.45,97,22,2.89,few clouds
569,Lompoc,US,34.6391,-120.4579,61.61,74,100,18.41,overcast clouds
570,Yuzhno-Kurilsk,RU,44.0306,145.8556,37.47,69,33,12.73,scattered clouds
571,Arbelaez,CO,4.2725,-74.4151,65.14,94,96,2.21,light rain
572,Port Lincoln,AU,-34.7333,135.8667,68.61,73,16,8.52,few clouds
573,Porto Novo,BJ,6.4965,2.6036,84.02,81,9,7.4,clear sky
574,Kolaras,IN,25.2333,77.6,75.97,13,4,3.89,clear sky
575,Ostrovnoy,RU,68.0531,39.5131,19.85,76,100,8.28,light snow
576,Kerchevskiy,RU,59.946,56.2884,30.31,98,100,6.96,snow
577,Kongoussi,BF,13.3258,-1.5347,86.13,11,94,9.01,overcast clouds
578,Yichang,CN,30.7144,111.2847,56.25,70,0,1.34,clear sky
579,Genhe,CN,50.7833,121.5167,22.78,61,40,3.8,scattered clouds
580,Haines Junction,CA,60.7522,-137.5108,35.55,48,97,10.36,overcast clouds
581,Ilo,PE,-17.6394,-71.3375,69.48,82,36,7.23,scattered clouds
582,Forbes,AU,-33.3833,148.0167,72.19,60,3,2.35,clear sky
583,Campbell River,CA,50.0163,-125.2446,46.78,93,100,2.3,mist
584,Tazovskiy,RU,67.4667,78.7,-4.25,100,55,8.52,broken clouds
585,Asfi,MA,32.2994,-9.2372,65.37,62,68,11.01,broken clouds
586,Alindao,CF,5.0267,21.2088,73.4,26,54,2.48,broken clouds
587,Alpena,US,45.0617,-83.4327,18.18,56,40,12.66,scattered clouds
588,Ballitoville,ZA,-29.539,31.2144,71.74,88,75,2.3,light rain
589,Dergachi,RU,51.2328,48.7659,20.28,95,57,11.41,broken clouds
590,Quatre Cocos,MU,-20.2078,57.7625,76.08,74,7,7.36,clear sky
591,Riverton,US,40.5219,-111.9391,76.1,13,0,20.71,clear sky
592,Rundu,NA,-17.9333,19.7667,65.86,47,7,4.5,clear sky
593,Bethel,US,41.3712,-73.414,37.02,66,100,14.97,overcast clouds
594,Bumba,CD,2.1833,22.4667,72.18,82,98,2.1,overcast clouds
595,Namibe,AO,-15.1961,12.1522,71.98,69,95,9.62,overcast clouds
596,Murmashi,RU,68.8154,32.8115,-3.59,84,75,4.47,broken clouds
597,Beringovskiy,RU,63.05,179.3167,8.19,85,46,7.76,scattered clouds
598,Acurenam,GQ,1.0322,10.6488,69.33,99,34,4.41,scattered clouds
599,Kapoeta,SS,4.7717,33.5903,81.5,52,64,8.77,broken clouds
600,Superior,US,46.7208,-92.1041,24.96,31,0,13.8,clear sky
601,Kidal,ML,18.4411,1.4078,80.46,8,26,9.78,scattered clouds
602,Pitiquito,MX,30.7,-112.0833,86.13,7,47,19.86,scattered clouds
603,Tilichiki,RU,60.4667,166.1,10.49,79,100,10.45,overcast clouds
604,Anzio,IT,41.4853,12.6179,60.31,62,100,3.18,overcast clouds
605,Medicine Hat,CA,50.0501,-110.6683,63.59,25,75,0.0,broken clouds
606,Matara,LK,5.9485,80.5353,76.24,91,18,5.35,few clouds
607,Lagos,NG,6.5833,3.75,84.52,83,6,5.44,clear sky
608,Ternate,ID,0.8,127.4,82.0,75,100,4.34,overcast clouds
609,Tecoanapa,MX,16.5167,-98.75,82.09,55,87,6.17,overcast clouds
610,Turayf,SA,31.6725,38.6637,44.85,57,0,11.5,clear sky
611,Tommot,RU,58.9564,126.2925,19.09,82,100,2.59,overcast clouds
612,Umm Kaddadah,SD,13.6017,26.6876,65.41,9,2,17.29,clear sky
613,Yeppoon,AU,-23.1333,150.7333,82.18,65,28,5.44,scattered clouds
614,Kotma,IN,23.2,81.9667,66.94,14,20,1.23,few clouds
615,Nyurba,RU,63.2842,118.3319,6.19,98,100,4.29,overcast clouds
616,Sorland,NO,67.667,12.6934,36.03,87,100,9.89,overcast clouds
617,Ilam,NP,26.9167,87.9167,60.82,32,1,5.99,clear sky
618,Kushima,JP,31.4583,131.2333,56.41,69,100,5.97,light rain
619,Buin,CL,-33.7333,-70.75,76.05,33,98,1.86,overcast clouds
620,Kang,BW,-23.6752,22.7876,68.72,55,0,8.59,clear sky
621,Kangaatsiaq,GL,68.3065,-53.4641,17.53,77,80,12.35,broken clouds
622,Flagstaff,US,35.1981,-111.6513,67.1,13,0,13.8,clear sky
623,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,87,100,33.38,overcast clouds
624,Calvinia,ZA,-31.4707,19.776,70.56,27,1,0.81,clear sky
625,Taltal,CL,-25.4,-70.4833,67.53,73,20,2.62,few clouds
626,Melipilla,CL,-33.7,-71.2167,63.39,64,96,3.91,overcast clouds
627,Borogontsy,RU,62.6683,131.1683,10.87,88,92,7.29,overcast clouds
628,Shimanovsk,RU,52.0,127.7,25.56,67,91,9.46,overcast clouds
629,Boyolangu,ID,-8.1181,111.8935,77.79,86,94,3.36,overcast clouds
630,Capreol,CA,46.706,-80.9225,13.55,50,40,13.8,scattered clouds
631,Dakar,SN,14.6937,-17.4441,66.33,88,20,11.5,few clouds
632,Kavaratti,IN,10.5669,72.642,82.24,75,10,6.62,clear sky
633,Loikaw,MM,19.6742,97.2094,69.6,58,40,1.95,scattered clouds
634,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,94,75,10.29,broken clouds
635,Gobabis,NA,-22.45,18.9667,68.29,60,35,8.95,scattered clouds
636,Upington,ZA,-28.4478,21.2561,75.58,41,0,9.22,clear sky
637,San Quintin,MX,30.4833,-115.95,62.01,70,67,6.78,broken clouds
638,Amalapuram,IN,16.5833,82.0167,76.69,96,58,3.18,broken clouds
639,Gat,IL,31.61,34.7642,51.82,87,1,4.12,clear sky
640,Alekseyevsk,RU,57.8406,108.3492,13.77,94,100,10.45,light snow
641,Dubovyy Umet,RU,52.9763,50.2857,26.69,96,78,10.38,light snow
642,Otjiwarongo,NA,-20.4637,16.6477,62.56,41,2,4.29,clear sky
643,Susangerd,IR,31.5608,48.1831,57.51,29,0,11.1,clear sky
644,Richards Bay,ZA,-28.783,32.0377,70.59,88,86,4.54,light rain
645,Bubaque,GW,11.2833,-15.8333,76.5,64,86,19.86,overcast clouds
646,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,34,7,14.97,dust
647,Proletariy,RU,58.4342,31.7046,22.35,82,100,9.15,overcast clouds
648,Fergus Falls,US,46.283,-96.0776,28.38,37,0,0.0,clear sky
649,Jalu,LY,29.0331,21.5482,60.48,21,0,10.67,clear sky
650,Mecca,SA,21.4267,39.8261,71.6,45,0,2.39,clear sky
651,Bengkulu,ID,-3.8004,102.2655,73.85,86,69,5.19,broken clouds
652,Itaituba,BR,-4.2761,-55.9836,75.69,98,92,1.79,overcast clouds
653,Krasnoarmeysk,RU,51.0239,45.6969,23.9,87,89,15.75,overcast clouds
654,Hualmay,PE,-11.0964,-77.6139,71.64,80,100,9.6,overcast clouds
655,Yarim,YE,14.298,44.3779,50.18,27,59,8.37,broken clouds
656,Orsha,BY,54.5153,30.4053,26.74,62,81,7.76,broken clouds
657,Pampa,US,35.5362,-100.9599,70.75,36,0,18.41,clear sky
658,Weyburn,CA,49.6668,-103.8511,37.62,48,37,20.71,scattered clouds
659,Sanandaj,IR,35.3144,46.9923,30.22,74,0,2.3,clear sky
660,Ixtapa,MX,20.7,-105.2,74.43,73,0,9.22,clear sky
661,Lebedinyy,RU,58.5167,125.5167,18.77,87,100,10.11,overcast clouds
662,Viedma,AR,-40.8135,-62.9967,61.14,50,0,14.65,clear sky
663,Buraydah,SA,26.326,43.975,57.65,27,0,9.42,clear sky
664,Beatrice,US,40.2681,-96.747,44.46,30,0,9.22,clear sky
665,Urumqi,CN,43.801,87.6005,36.55,75,0,6.71,clear sky
666,Monroe,US,43.1501,-77.6831,23.86,74,100,17.27,overcast clouds
667,Tefe,BR,-3.3542,-64.7114,74.5,97,82,1.61,broken clouds
668,Gorno-Altaysk,RU,51.9561,85.955,29.46,93,100,3.13,overcast clouds
669,Roanoke Rapids,US,36.4615,-77.6542,46.35,53,0,5.75,clear sky
670,Bandar-E Lengeh,IR,26.5579,54.8807,68.11,73,0,4.61,clear sky
671,Porbandar,IN,21.6422,69.6093,79.02,60,4,7.52,clear sky
672,Bilma,NE,18.6853,12.9164,70.74,10,0,8.28,clear sky
673,Dzilam Gonzalez,MX,21.2833,-88.9333,76.57,53,0,13.29,clear sky
674,La Gomera,GT,14.0833,-91.05,85.71,57,95,8.63,overcast clouds
675,Manta,EC,-0.95,-80.7333,78.76,79,100,1.81,overcast clouds
676,Kisangani,CD,0.5167,25.2,71.01,98,100,2.3,overcast clouds
677,Naryan-Mar,RU,67.6713,53.087,7.3,95,100,13.42,light snow
678,Newport,GB,51.5877,-2.9984,48.45,88,10,7.16,clear sky
679,West Bay,KY,19.3667,-81.4167,78.87,67,75,12.66,broken clouds
680,Ugoofaaru,MV,5.6667,73.0,82.92,68,68,7.4,broken clouds
681,Mahibadhoo,MV,3.7833,72.9667,81.28,74,99,6.78,overcast clouds
682,Divicani,BA,44.3667,17.3261,44.4,74,0,3.76,clear sky
683,Muros,ES,42.7762,-9.0603,55.09,84,100,4.43,overcast clouds
684,Udimskiy,RU,61.1417,45.9144,11.97,89,100,13.04,overcast clouds
685,Elmina,GH,5.0898,-1.348,80.98,87,69,8.28,broken clouds
686,Vangaindrano,MG,-23.35,47.6,73.56,95,93,4.72,light rain
687,Tottori,JP,35.5,134.2333,50.07,46,75,11.5,broken clouds
688,Mafinga,TZ,-7.25,35.0667,66.87,86,64,1.88,broken clouds
689,San Jose,US,37.3394,-121.895,67.57,56,75,14.97,broken clouds
690,Dhidhdhoo,MV,6.8833,73.1,82.13,71,15,4.38,few clouds
691,Markha,RU,62.1053,129.7269,10.36,52,0,4.47,clear sky
692,Grumazesti,RO,47.1333,26.3667,36.09,100,11,2.77,few clouds
693,Luau,AO,-10.7073,22.2247,64.33,96,87,1.5,overcast clouds
694,Sarangani,PH,5.4033,125.4636,81.34,76,54,10.54,broken clouds
